Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,
Maxmen A.,A reboot for chronic fatigue syndrome research,2018,Nature,553,7686,,14,17,,12,10.1038/d41586-017-08965-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040177751&doi=10.1038%2fd41586-017-08965-0&partnerID=40&md5=e03e8c41e90e27bab619b7247d6c7cd7,
"Bayer E.A., Hobert O.",Past experience shapes sexually dimorphic neuronal wiring through monoaminergic signalling,2018,Nature,561,7721,,117,138,,12,10.1038/s41586-018-0452-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056142614&doi=10.1038%2fs41586-018-0452-0&partnerID=40&md5=99c30f413f2f1c80fde7008d4d2d50d8,
"Piecuch C.G., Huybers P., Hay C.C., Kemp A.C., Little C.M., Mitrovica J.X., Ponte R.M., Tingley M.P.",Origin of spatial variation in US East Coast sea-level trends during 1900–2017,2018,Nature,564,7736,,400,404,,11,10.1038/s41586-018-0787-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058903823&doi=10.1038%2fs41586-018-0787-6&partnerID=40&md5=2407fccf39c26c4d4065a51922da0c99,
"Zhang J., Zhang M., Acampora D., Vojtek M., Yuan D., Simeone A., Chambers I.",OTX2 restricts entry to the mouse germline,2018,Nature,562,7728,,595,599,,11,10.1038/s41586-018-0581-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055422939&doi=10.1038%2fs41586-018-0581-5&partnerID=40&md5=a57573fef46de8c6457b431077c19ef7,
Van Noorden R.,Leadership problems in the lab,2018,Nature,557,7705,,294,296,,11,10.1038/d41586-018-05143-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047613743&doi=10.1038%2fd41586-018-05143-8&partnerID=40&md5=3d658e1bdaf45497f471c492cee05905,
Shotton D.,Funders should mandate open citations,2018,Nature,553,7687,,129,,,11,10.1038/d41586-018-00104-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044943906&doi=10.1038%2fd41586-018-00104-7&partnerID=40&md5=d897f9f93c1767568c0ff1f4cfcd674b,
"Gatsogiannis C., Merino F., Roderer D., Balchin D., Schubert E., Kuhlee A., Hayer-Hartl M., Raunser S.",Tc toxin activation requires unfolding and refolding of a β-propeller,2018,Nature,563,7730,,209,233,,11,10.1038/s41586-018-0556-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056275021&doi=10.1038%2fs41586-018-0556-6&partnerID=40&md5=bea8195129770c5db96f312a10eb587a,
"Yu Y., Pham N., Xia B., Papusha A., Wang G., Yan Z., Peng G., Chen K., Ira G.",Dna2 nuclease deficiency results in large and complex DNA insertions at chromosomal breaks,2018,Nature,564,7735,,287,290,,10,10.1038/s41586-018-0769-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058569913&doi=10.1038%2fs41586-018-0769-8&partnerID=40&md5=2e76366d10eaa2dfb8e8ad9cf6e70186,
"Yang J.-S., Hsu J.-W., Park S.-Y., Li J., Oldham W.M., Beznoussenko G.V., Mironov A.A., Loscalzo J., Hsu V.W.",GAPDH inhibits intracellular pathways during starvation for cellular energy homeostasis,2018,Nature,561,7722,,263,267,,10,10.1038/s41586-018-0475-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053176455&doi=10.1038%2fs41586-018-0475-6&partnerID=40&md5=e7b0e856c9bef65e8ec2232e61440ab3,
Cernansky R.,How to plant a trillion trees,2018,Nature,560,7720,,542,544,,10,10.1038/d41586-018-06031-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058925038&doi=10.1038%2fd41586-018-06031-x&partnerID=40&md5=14bbdb4d47def72a0c96df88a2e3a5cd,
Koch C.,What Is Consciousness? innovations-in,2018,Nature,557,7704,,S8,S12,,10,10.1038/d41586-018-05097-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046707236&doi=10.1038%2fd41586-018-05097-x&partnerID=40&md5=35f14de7d4a7c416f64d3ae175600450,
"Müller-Sánchez F., Nevin R., Comerford J.M., Davies R.I., Privon G.C., Treister E.",Two separate outflows in the dual supermassive black hole system NGC 6240,2018,Nature,556,7701,,345,348,,10,10.1038/s41586-018-0033-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045552769&doi=10.1038%2fs41586-018-0033-2&partnerID=40&md5=9d5c79a187190b79705b0abbda636417,
Mele E.J.,Novel electronic states seen in graphene,2018,Nature,556,7699,,37,38,,10,10.1038/d41586-018-02660-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045151323&doi=10.1038%2fd41586-018-02660-4&partnerID=40&md5=66ca1d257b79cab9d26fff70f7554dbc,
"Wood R.A., Bauza M., Krupic J., Burton S., Delekate A., Chan D., O'Keefe J.",The honeycomb maze provides a novel test to study hippocampal-dependent spatial navigation,2018,Nature,554,7690,,102,105,,10,10.1038/nature25433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041455766&doi=10.1038%2fnature25433&partnerID=40&md5=849bae9ffa3d0280165d671e73b7dd6c,
"Drescher L., Kornilov O., Witting T., Reitsma G., Monserud N., Rouzée A., Mikosch J., Vrakking M.J.J., Schütte B.",Extreme-ultraviolet refractive optics,2018,Nature,564,7734,,91,94,,9,10.1038/s41586-018-0737-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057719468&doi=10.1038%2fs41586-018-0737-3&partnerID=40&md5=a65f2e0e6101f48700f26b46398379cc,
"Curtin N.A., Bartlam-Brooks H.L.A., Hubel T.Y., Lowe J.C., Gardner-Medwin A.R., Bennitt E., Amos S.J., Lorenc M., West T.G., Wilson A.M.","Remarkable muscles, remarkable locomotion in desert-dwelling wildebeest",2018,Nature,563,7731,,393,396,,9,10.1038/s41586-018-0602-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056657876&doi=10.1038%2fs41586-018-0602-4&partnerID=40&md5=cfb9a2cd23db3a913ca7042f1f2bfad4,
Willyard C.,Unlocking the secrets of scar-free skin healing,2018,Nature,563,7732,,S86,S88,,9,10.1038/d41586-018-07430-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056985467&doi=10.1038%2fd41586-018-07430-w&partnerID=40&md5=1c961b9f3ce64d38678358be54beb65b,
"Chang A.N., Liang Z., Dai H.-Q., Chapdelaine-Williams A.M., Andrews N., Bronson R.T., Schwer B., Alt F.W.",Neural blastocyst complementation enables mouse forebrain organogenesis,2018,Nature,563,7729,,126,130,,9,10.1038/s41586-018-0586-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055846301&doi=10.1038%2fs41586-018-0586-0&partnerID=40&md5=cc9c532bd12c98ec8850cf203a936d26,
"Folland T.G., Caldwell J.D.",Precise control of infrared polarization using crystal vibrations,2018,Nature,562,7728,,499,501,,9,10.1038/d41586-018-07087-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055454464&doi=10.1038%2fd41586-018-07087-5&partnerID=40&md5=0bbc6a9f5766e3c68ac30584fad23536,
"Du M., Yuan Z., Yu H., Henderson N., Sarowar S., Zhao G., Werneburg G.T., Thanassi D.G., Li H.",Handover mechanism of the growing pilus by the bacterial outer-membrane usher FimD,2018,Nature,562,7727,,444,447,,9,10.1038/s41586-018-0587-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055032340&doi=10.1038%2fs41586-018-0587-z&partnerID=40&md5=13e315f583351cbe32ed9d0e0ced74d7,
Baker M.,Cryo-electron microscopy shapes up,2018,Nature,561,7724,,565,567,,9,10.1038/d41586-018-06791-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053906391&doi=10.1038%2fd41586-018-06791-6&partnerID=40&md5=c36014c8935276cc423f413886a0b176,
"Sweeney M.D., Zlokovic B.V.",A lymphatic waste-disposal system implicated in Alzheimer’s disease,2018,Nature,560,7717,,172,174,,9,10.1038/d41586-018-05763-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054716153&doi=10.1038%2fd41586-018-05763-0&partnerID=40&md5=a5fd00a5804fe7ab32892f1a14c6d243,
"Cramton P., Geddes R.R., Ockenfels A.",Set road charges in real time to ease traffic,2018,Nature,560,7716,,23,25,,9,10.1038/d41586-018-05836-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050966679&doi=10.1038%2fd41586-018-05836-0&partnerID=40&md5=d234a7ef1d4f91294427385c94071892,
"Semple R.K., Vanhaesebroeck B.",Lessons for cancer drug treatment from tackling a non-cancerous overgrowth syndrome,2018,Nature,558,7711,,523,525,,9,10.1038/d41586-018-05365-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049085660&doi=10.1038%2fd41586-018-05365-w&partnerID=40&md5=a703c4bde632a25f177096b50f2d9753,
"Shakun J.D., Corbett L.B., Bierman P.R., Underwood K., Rizzo D.M., Zimmerman S.R., Caffee M.W., Naish T., Golledge N.R., Hay C.C.",Minimal East Antarctic Ice Sheet retreat onto land during the past eight million years,2018,Nature,558,7709,,284,287,,9,10.1038/s41586-018-0155-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048508860&doi=10.1038%2fs41586-018-0155-6&partnerID=40&md5=5288533229c890653fd4990de60c420c,
"Bellono N.W., Leitch D.B., Julius D.",Molecular tuning of electroreception in sharks and skates,2018,Nature,558,7708,,122,126,,9,10.1038/s41586-018-0160-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048212920&doi=10.1038%2fs41586-018-0160-9&partnerID=40&md5=a58a7d19e945b0134c54149f2f2de187,
Landhuis E.,Single-cell approaches to immune profiling technology-feature,2018,Nature,557,7706,,595,597,,9,10.1038/d41586-018-05214-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047766907&doi=10.1038%2fd41586-018-05214-w&partnerID=40&md5=2e575512502a01434f36a7b9421ad077,
"Alberstein R.G., Tezcan F.A.",Observations of the birth of crystals,2018,Nature,556,7699,,41,42,,9,10.1038/d41586-018-03801-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045148438&doi=10.1038%2fd41586-018-03801-5&partnerID=40&md5=208819e8a443d8c5a89750662dc85a71,
Schiermeier Q.,Data management made simple,2018,Nature,555,7696,,403,405,,9,10.1038/d41586-018-03071-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044198311&doi=10.1038%2fd41586-018-03071-1&partnerID=40&md5=fb8ab1d5d65987dbbe3332f82b2e0680,
Guglielmi G.,Gender bias tilts success of grant applications: But it goes away when reviewers focus on the science,2018,Nature,554,7690,,14,15,,9,10.1038/d41586-018-01212-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041455468&doi=10.1038%2fd41586-018-01212-0&partnerID=40&md5=9237c080a7efc550df0d28c076ae3e9e,
RIddell S.R.,Adrenaline fuels a cytokine storm during immunotherapy,2018,Nature,564,7735,,194,196,,8,10.1038/d41586-018-07581-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058531223&doi=10.1038%2fd41586-018-07581-w&partnerID=40&md5=00522f70c69bf66dd75fd24572667975,
Sohn E.,Skin microbiota's community effort,2018,Nature,563,7732,,S91,S93,,8,10.1038/d41586-018-07432-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056923980&doi=10.1038%2fd41586-018-07432-8&partnerID=40&md5=8a2029357693a852a197d061f93ceedd,
Eisenstein M.,Gut reaction,2018,Nature,563,7730,,S34,S35,,8,10.1038/d41586-018-07277-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056427273&doi=10.1038%2fd41586-018-07277-1&partnerID=40&md5=69c1e28bef26f31f330728de5f0504c2,
"Oestringer B.P., Bolivar J.H., Hensen M., Claridge J.K., Chipot C., Dehez F., Holzmann N., Zitzmann N., Schnell J.R.",Re-evaluating the p7 viroporin structure,2018,Nature,562,7727,,E8,E18,,8,10.1038/s41586-018-0561-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055080303&doi=10.1038%2fs41586-018-0561-9&partnerID=40&md5=afebdcbcf4e4f50751b63fdcf8136417,
"Willett S.D., McCoy S.W., Beeson H.W.",Transience of the North American High Plains landscape and its impact on surface water,2018,Nature,561,7724,,528,532,,8,10.1038/s41586-018-0532-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054101138&doi=10.1038%2fs41586-018-0532-1&partnerID=40&md5=8ac44f6417e1f3b18bd6527639ca850d,
Gibney E.,Thousands of exotic ‘topological’ materials discovered through sweeping search,2018,Nature,560,7717,,151,152,,8,10.1038/d41586-018-05913-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052837091&doi=10.1038%2fd41586-018-05913-4&partnerID=40&md5=f87e5decc9d2ce3a82a03466c215bfa5,
Perkel J.M.,A toolkit for data transparency takes shape,2018,Nature,560,7719,,513,515,,8,10.1038/d41586-018-05990-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058916345&doi=10.1038%2fd41586-018-05990-5&partnerID=40&md5=0f79b50de1db4c46bc7f568d386eaeb1,
Noguchi M.,The formation of solar-neighbourhood stars in two generations separated by 5 billion years,2018,Nature,559,7715,,585,588,,8,10.1038/s41586-018-0329-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050658537&doi=10.1038%2fs41586-018-0329-2&partnerID=40&md5=3d89cc517b4551ec8adc15addf604d13,
Resplandy L.,Will ocean zones with low oxygen levels expand or shrink? news-and-views,2018,Nature,557,7705,,314,315,,8,10.1038/d41586-018-05034-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046896623&doi=10.1038%2fd41586-018-05034-y&partnerID=40&md5=2582027e7ec5cf788cee621affe6e895,
Mann A.,Bashing holes in the tale of Earth's troubled youth,2018,Nature,553,7689,,393,395,,8,10.1038/d41586-018-01074-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041046084&doi=10.1038%2fd41586-018-01074-6&partnerID=40&md5=bcfbce6ee6d6e47d9a3b743f11e76e9b,
Ledford H.,Advances in genomics and imaging are reviving a fading discipline,2018,Nature,553,7689,,396,398,,8,10.1038/d41586-018-01075-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041021822&doi=10.1038%2fd41586-018-01075-5&partnerID=40&md5=d55742fc803251a8e809ae36b2d06f9d,
"Vještica A., Merlini L., Nkosi P.J., Martin S.G.",Gamete fusion triggers bipartite transcription factor assembly to block re-fertilization,2018,Nature,560,7718,,397,400,,7,10.1038/s41586-018-0407-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051683090&doi=10.1038%2fs41586-018-0407-5&partnerID=40&md5=65813ca8aa6a9a32c1a99385645914a1,
Guglielmi G.,How gut microbes are joining the fight against cancer,2018,Nature,557,7706,,482,484,,7,10.1038/d41586-018-05208-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047651751&doi=10.1038%2fd41586-018-05208-8&partnerID=40&md5=5e1a2a92c378451f64cd5981b6aa7770,
"He Y., Han Y., Stamenov P., Kundys B., Coey J.M.D., Jiang C., Xu H.",Investigating non-Joulian magnetostriction,2018,Nature,556,7699,,E5,E7,,7,10.1038/nature25780,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045153056&doi=10.1038%2fnature25780&partnerID=40&md5=8b891ea14d4785e56836a8a2f2560df4,
Extance A.,How atomic imaging is being pushed to its limit,2018,Nature,555,7697,,545,547,,7,10.1038/d41586-018-03305-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044339898&doi=10.1038%2fd41586-018-03305-2&partnerID=40&md5=50a8d12693c52fe06d416fc255aa4a65,
Eisenstein M.,Cloudy with a chance of flu,2018,Nature,555,7695,,S2,S4,,7,10.1038/d41586-018-02473-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043470133&doi=10.1038%2fd41586-018-02473-5&partnerID=40&md5=056ba1d35de2e5a84245aa70ef2a9601,
Drew L.,Lifting the burden of old age,2018,Nature,555,7695,,S15,S17,,7,10.1038/d41586-018-02479-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043373906&doi=10.1038%2fd41586-018-02479-z&partnerID=40&md5=3948c6666b2fa4d09a83d9daecf73b7a,
"Beier J., Anthes N., Wahl J., Harvati K.",Similar cranial trauma prevalence among Neanderthals and Upper Palaeolithic modern humans,2018,Nature,563,7733,,686,690,,6,10.1038/s41586-018-0696-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057291656&doi=10.1038%2fs41586-018-0696-8&partnerID=40&md5=5ecb0182f644dbf0138698ee423c0b38,
"Dennis E.J., Dobosiewicz M., Jin X., Duvall L.B., Hartman P.S., Bargmann C.I., Vosshall L.B.",A natural variant and engineered mutation in a GPCR promote DEET resistance in C. elegans,2018,Nature,562,7725,,119,123,,6,10.1038/s41586-018-0546-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054315156&doi=10.1038%2fs41586-018-0546-8&partnerID=40&md5=1f029d0e7c20a2f072701376861609e5,
Liblau R.S.,Put to sleep by immune cells,2018,Nature,562,7725,,46,48,,6,10.1038/d41586-018-06666-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054061699&doi=10.1038%2fd41586-018-06666-w&partnerID=40&md5=bda7e5349d3d917ca916568655460195,
Woolston C.,Satisfaction in science,2018,Nature,562,7728,,611,614,,6,10.1038/d41586-018-07111-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055605494&doi=10.1038%2fd41586-018-07111-8&partnerID=40&md5=6bd193be62552c6670cd36557e54a2ea,
"Wang P.-Y., Mason T.G.",A Brownian quasi-crystal of pre-assembled colloidal Penrose tiles,2018,Nature,561,7721,,94,99,,6,10.1038/s41586-018-0464-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052828404&doi=10.1038%2fs41586-018-0464-9&partnerID=40&md5=03cab89bc95ca28a15ca71e66867a188,
Holmes D.,Reconstructing the retina,2018,Nature,561,7721,,S2,S3,,6,10.1038/d41586-018-06111-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059905617&doi=10.1038%2fd41586-018-06111-y&partnerID=40&md5=b30683db99a446ea607c8eaaae02cb9f,
Murphy M.P.,Newly made mitochondrial DNA drives inflammation,2018,Nature,560,7717,,176,177,,6,10.1038/d41586-018-05764-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059797577&doi=10.1038%2fd41586-018-05764-z&partnerID=40&md5=d1ec7e36fe9804f2153b061a21cb898d,
Moss S.,Research is set up for bullies to thrive,2018,Nature,560,7720,,529,,,6,10.1038/d41586-018-06040-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058920277&doi=10.1038%2fd41586-018-06040-w&partnerID=40&md5=2802eef8b4226ac57169f2026e40351d,
Arnold C.,Money for nothing: The truth about universal basic income news-feature /706/689/159 /706/689/523,2018,Nature,557,7707,,626,628,,6,10.1038/d41586-018-05259-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048292498&doi=10.1038%2fd41586-018-05259-x&partnerID=40&md5=1eb974274a93e7efbad87999ff523219,
Peeples L.,TIME TRIALS,2018,Nature,556,7701,,290,292,,6,10.1038/d41586-018-04600-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045671598&doi=10.1038%2fd41586-018-04600-8&partnerID=40&md5=654d25126f74700e8f1e7b1ff5a05844,
"Telley L., Jabaudon D.",A mixed model of neuronal diversity,2018,Nature,555,7697,,452,454,,6,10.1038/d41586-018-02539-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044270797&doi=10.1038%2fd41586-018-02539-4&partnerID=40&md5=02b15c757b611faa6ed050bf519e81f6,
"Crowther T.W., Machmuller M.B., Carey J.C., Allison S.D., Blair J.M., Bridgham S.D., Burton A.J., Dijkstra F.A., Elberling B., Estiarte M., Larsen K.S., Laudon H., Lupascu M., Marhan S., Mohan J., Niu S., J. Peñuelas J., Schmidt I.K., Templer P.H., Kröel-Dulay G., Frey S., Bradford M.A.",Crowther et al. reply,2018,Nature,554,7693,,E7,E8,,6,10.1038/nature25746,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073838826&doi=10.1038%2fnature25746&partnerID=40&md5=d4bbbce9bb963d708507b3eef2a65b09,
Schiermeier Q.,Germany vs Elsevier: universities win temporary journal access after refusing to pay fees,2018,Nature,553,7687,,137,,,6,10.1038/d41586-018-00093-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043524951&doi=10.1038%2fd41586-018-00093-7&partnerID=40&md5=06e8e8d6dd84e567292388c496766e96,
"Schmidt D.R., Woolf N.J., Zega T.J., Ziurys L.M.","Extreme 13C,15N and 17O isotopic enrichment in the young planetary nebula K4-47",2018,Nature,564,7736,,378,381,,5,10.1038/s41586-018-0763-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058894508&doi=10.1038%2fs41586-018-0763-1&partnerID=40&md5=16bfe9ed2d70dddaab78112bbbfa511f,
DeWeerdt S.,Prenatal gene therapy offers the earliest possible cure,2018,Nature,564,7735,,S6,S8,,5,10.1038/d41586-018-07643-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058598427&doi=10.1038%2fd41586-018-07643-z&partnerID=40&md5=e5fbfec755bb0f9f96a4513bbf246a83,
Huang F.,Quality deficit belies the hype,2018,Nature,564,7735,,S70,S71,,5,10.1038/d41586-018-07694-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058590353&doi=10.1038%2fd41586-018-07694-2&partnerID=40&md5=6151ad0836a9d123a41d05395dcefd58,
"Brown P.T., Stolpe M.B., Caldeira K.",Assumptions for emergent constraints,2018,Nature,563,7729,,E1,E3,,5,10.1038/s41586-018-0638-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055852803&doi=10.1038%2fs41586-018-0638-5&partnerID=40&md5=faf958b1cd09d6ae435d50a6fa7a3686,
"Rypdal M., Fredriksen H.-B., Rypdal K., Steene R.J.",Emergent constraints on climate sensitivity,2018,Nature,563,7729,,E4,E5,,5,10.1038/s41586-018-0639-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055779051&doi=10.1038%2fs41586-018-0639-4&partnerID=40&md5=4774f6616585eeffa63a182e1955f083,
Vera C.,Farmers transformed how we investigate climate,2018,Nature,562,7725,,9,,,5,10.1038/d41586-018-06856-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054065650&doi=10.1038%2fd41586-018-06856-6&partnerID=40&md5=c539046426be079d8a5a54e350c4458e,
Sohn E.,How the evidence stacks up for preventing Alzheimer’s disease,2018,Nature,559,7715,,S18,S20,,5,10.1038/d41586-018-05724-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062326824&doi=10.1038%2fd41586-018-05724-7&partnerID=40&md5=82f6bc26424435bf06e68941c45602a6,
Maxmen A.,How to defuse malaria’s ticking time bomb,2018,Nature,559,7715,,458,465,,5,10.1038/d41586-018-05772-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060203386&doi=10.1038%2fd41586-018-05772-z&partnerID=40&md5=e2374f9d22e47364849c07bb4984cf23,
Van Noorden R.,"Hong Kong, Malaysia, Singapore, South Korea and Taiwan are investing heavily in research as an engine for growth",2018,Nature,558,7711,,500,501,,5,10.1038/d41586-018-05505-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049236163&doi=10.1038%2fd41586-018-05505-2&partnerID=40&md5=5075110153ec00821c835c26738ef49e,
"Luis F., Coronado E.",Spinning on the edge of graphene news-and-views /639/301 /639/925 /639/766/483,2018,Nature,557,7707,,645,647,,5,10.1038/d41586-018-05240-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048253796&doi=10.1038%2fd41586-018-05240-8&partnerID=40&md5=b14f7da0610935be9794b51726d359b1,
"Savelli F., Knierim J.J.",AI mimics brain codes for navigation,2018,Nature,557,7705,,313,314,,5,10.1038/d41586-018-04992-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046894118&doi=10.1038%2fd41586-018-04992-7&partnerID=40&md5=a147b1ad8a75a2c6519fd188ba0b760b,
Szostak J.,How Did Life Begin? innovations-in,2018,Nature,557,7704,,S13,S15,,5,10.1038/d41586-018-05098-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046777763&doi=10.1038%2fd41586-018-05098-w&partnerID=40&md5=8c869f925ddb9130811c3aebf37d5278,
Gruber K.,Cleaning up our future health,2018,Nature,555,7695,,S20,S22,,5,10.1038/d41586-018-02481-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043474511&doi=10.1038%2fd41586-018-02481-5&partnerID=40&md5=dacb17ec01a040b1dfe3f06586195db3,
Ledford H.,The shifting boundaries of adolescence: Researchers struggle to define the span of time between child and adult,2018,Nature,554,7693,,429,431,,5,10.1038/d41586-018-02169-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042508895&doi=10.1038%2fd41586-018-02169-w&partnerID=40&md5=24bc12329a0a189a9aeb6879bc42c03f,
Nordling L.,How decolonization could reshape South African science,2018,Nature,554,7691,,159,162,,5,10.1038/d41586-018-01696-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041750534&doi=10.1038%2fd41586-018-01696-w&partnerID=40&md5=14954811759ead730bc747c4b0fac161,
Lallensack R.,Evology: Ecologists used to think that evolution was too slow to affect their studies. They were wrong,2018,Nature,554,7690,,19,21,,5,10.1038/d41586-018-01400-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041459214&doi=10.1038%2fd41586-018-01400-y&partnerID=40&md5=f7fa6cdd3d041a6474e84d83993b543e,
Cyranoski D.,China enters the battle for AI talent,2018,Nature,553,7688,,260,261,,5,10.1038/d41586-018-00604-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040822809&doi=10.1038%2fd41586-018-00604-6&partnerID=40&md5=4e54c887ef3522878073722fbe49d301,
Ellis S.,Biotech booms in China,2018,Nature,553,7688,,S19,S22,,5,10.1038/d41586-018-00542-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040786454&doi=10.1038%2fd41586-018-00542-3&partnerID=40&md5=24c002a6c46dd309a09a1ad78414e3f5,
"Yang C., Inoue Y.",An exciting tool for asymmetric synthesis,2018,Nature,564,7735,,197,199,,4,10.1038/d41586-018-07625-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058503390&doi=10.1038%2fd41586-018-07625-1&partnerID=40&md5=5ddbcb943a45e5ab7f45cef3571cd230,
Raine N.E.,An alternative to controversial pesticides still harms bumblebees,2018,Nature,561,7721,,40,41,,4,10.1038/d41586-018-05917-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052836905&doi=10.1038%2fd41586-018-05917-0&partnerID=40&md5=ad28fe036a0bc151ab8a8091ece1d5b5,
Bender E.,Getting cancer drugs into the brain,2018,Nature,561,7724,,S46,S47,,4,10.1038/d41586-018-06707-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059882724&doi=10.1038%2fd41586-018-06707-4&partnerID=40&md5=669b61af1ff1de898f5fe9110108c48f,
Turner N.J.,Enzymes team up with light-activated catalysts,2018,Nature,560,7718,,310,311,,4,10.1038/d41586-018-05933-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051463241&doi=10.1038%2fd41586-018-05933-0&partnerID=40&md5=b3bd624fe225acd9a29586e2638f8d51,
Dolgin E.,Alzheimer’s disease is getting easier to spot,2018,Nature,559,7715,,S10,S12,,4,10.1038/d41586-018-05721-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065325437&doi=10.1038%2fd41586-018-05721-w&partnerID=40&md5=ee7afe65ae9ee0a623107ce268240a3b,
"Moses L., Niemi S., Karlsson E.",Pet genomics medicine runs wild,2018,Nature,559,7715,,470,472,,4,10.1038/d41586-018-05771-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060254707&doi=10.1038%2fd41586-018-05771-0&partnerID=40&md5=2191fb01c3c465d18081e98ef6a576ef,
