Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link
"Argelaguet R., Clark S.J., Mohammed H., Stapel L.C., Krueger C., Kapourani C.-A., Imaz-Rosshandler I., Lohoff T., Xiang Y., Hanna C.W., Smallwood S., Ibarra-Soria X., Buettner F., Sanguinetti G., Xie W., Krueger F., Göttgens B., Rugg-Gunn P.J., Kelsey G., Dean W., Nichols J., Stegle O., Marioni J.C., Reik W.","Multi-omics profiling of mouse gastrulation at single-cell resolution",2019,"Nature","576","7787",,"487","491",,35,"10.1038/s41586-019-1825-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076568486&doi=10.1038%2fs41586-019-1825-8&partnerID=40&md5=46184912c8e9abf2598120ae56bf175c"
"Barthel F.P., Johnson K.C., Varn F.S., Moskalik A.D., Tanner G., Kocakavuk E., Anderson K.J., Abiola O., Aldape K., Alfaro K.D., Alpar D., Amin S.B., Ashley D.M., Bandopadhayay P., Barnholtz-Sloan J.S., Beroukhim R., Bock C., Brastianos P.K., Brat D.J., Brodbelt A.R., Bruns A.F., Bulsara K.R., Chakrabarty A., Chakravarti A., Chuang J.H., Claus E.B., Cochran E.J., Connelly J., Costello J.F., Finocchiaro G., Fletcher M.N., French P.J., Gan H.K., Gilbert M.R., Gould P.V., Grimmer M.R., Iavarone A., Ismail A., Jenkinson M.D., Khasraw M., Kim H., Kouwenhoven M.C.M., Laviolette P.S., Li M., Lichter P., Ligon K.L., Lowman A.K., Malta T.M., Mazor T., McDonald K.L., Molinaro A.M., Nam D.-H., Nayyar N., Ng H.K., Ngan C.Y., Niclou S.P., Niers J.M., Noushmehr H., Noorbakhsh J., Ormond D.R., Park C.-K., Poisson L.M., Rabadan R., Radlwimmer B., Rao G., Reifenberger G., Sa J.K., Schuster M., Shaw B.L., Short S.C., Sillevis Smitt P.A., Sloan A.E., Smits M., Suzuki H., Tabatabai G., Van Meir E.G., Watts C., Weller M., Wesseling P., Westerman B.A., Widhalm G., Woehrer A., Yung W.K.A., Zadeh G., Huse J.T., de Groot J.F., Stead L.F., Verhaak R.G.W., The Glioma Longitudinal Analysis (GLASS) Consortium","Longitudinal molecular trajectories of diffuse glioma in adults",2019,"Nature","576","7785",,"112","120",,35,"10.1038/s41586-019-1775-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075234677&doi=10.1038%2fs41586-019-1775-1&partnerID=40&md5=000b1e1a91365845fb6a17cd95acf611"
"Inoue D., Chew G.-L., Liu B., Michel B.C., Pangallo J., D’Avino A.R., Hitchman T., North K., Lee S.C.-W., Bitner L., Block A., Moore A.R., Yoshimi A., Escobar-Hoyos L., Cho H., Penson A., Lu S.X., Taylor J., Chen Y., Kadoch C., Abdel-Wahab O., Bradley R.K.","Spliceosomal disruption of the non-canonical BAF complex in cancer",2019,"Nature","574","7778",,"432","436",,35,"10.1038/s41586-019-1646-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073610618&doi=10.1038%2fs41586-019-1646-9&partnerID=40&md5=74872479a3b6d446a9726086f77e9343"
"Burlingame Q., Huang X., Liu X., Jeong C., Coburn C., Forrest S.R.","Intrinsically stable organic solar cells under high-intensity illumination",2019,"Nature","573","7774",,"394","397",,35,"10.1038/s41586-019-1544-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072508678&doi=10.1038%2fs41586-019-1544-1&partnerID=40&md5=c5475ecabf405c10826c2a90264e1167"
"Zhou F., Wang R., Yuan P., Ren Y., Mao Y., Li R., Lian Y., Li J., Wen L., Yan L., Qiao J., Tang F.","Reconstituting the transcriptome and DNA methylome landscapes of human implantation",2019,"Nature","572","7771",,"660","664",,35,"10.1038/s41586-019-1500-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071321792&doi=10.1038%2fs41586-019-1500-0&partnerID=40&md5=21d7fa08f895d90b92eb413c68606fd4"
"Cuthbert M.O., Taylor R.G., Favreau G., Todd M.C., Shamsudduha M., Villholth K.G., MacDonald A.M., Scanlon B.R., Kotchoni D.O.V., Vouillamoz J.-M., Lawson F.M.A., Adjomayi P.A., Kashaigili J., Seddon D., Sorensen J.P.R., Ebrahim G.Y., Owor M., Nyenje P.M., Nazoumou Y., Goni I., Ousmane B.I., Sibanda T., Ascott M.J., Macdonald D.M.J., Agyekum W., Koussoubé Y., Wanke H., Kim H., Wada Y., Lo M.-H., Oki T., Kukuric N.","Observed controls on resilience of groundwater to climate variability in sub-Saharan Africa",2019,"Nature","572","7768",,"230","234",,35,"10.1038/s41586-019-1441-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070382340&doi=10.1038%2fs41586-019-1441-7&partnerID=40&md5=f7db3691fa5c21796915a197aa7c9ca4"
"Lodygin D., Hermann M., Schweingruber N., Flügel-Koch C., Watanabe T., Schlosser C., Merlini A., Körner H., Chang H.-F., Fischer H.J., Reichardt H.M., Zagrebelsky M., Mollenhauer B., Kügler S., Fitzner D., Frahm J., Stadelmann C., Haberl M., Odoardi F., Flügel A.","β-Synuclein-reactive T cells induce autoimmune CNS grey matter degeneration",2019,"Nature","566","7745",,"503","508",,35,"10.1038/s41586-019-0964-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062304049&doi=10.1038%2fs41586-019-0964-2&partnerID=40&md5=f3203345ac3c51bb7eb688ef97855456"
"Mews P., Egervari G., Nativio R., Sidoli S., Donahue G., Lombroso S.I., Alexander D.C., Riesche S.L., Heller E.A., Nestler E.J., Garcia B.A., Berger S.L.","Alcohol metabolism contributes to brain histone acetylation",2019,"Nature","574","7780",,"717","721",,34,"10.1038/s41586-019-1700-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074227228&doi=10.1038%2fs41586-019-1700-7&partnerID=40&md5=c5a72a57847b881e360b6a01f0470b71"
"Koike H., Iwasawa K., Ouchi R., Maezawa M., Giesbrecht K., Saiki N., Ferguson A., Kimura M., Thompson W.L., Wells J.M., Zorn A.M., Takebe T.","Modelling human hepato-biliary-pancreatic organogenesis from the foregut–midgut boundary",2019,"Nature","574","7776",,"112","116",,34,"10.1038/s41586-019-1598-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072942698&doi=10.1038%2fs41586-019-1598-0&partnerID=40&md5=93835dbfcb197f52d73c743a0b5429fd"
"Saligrama N., Zhao F., Sikora M.J., Serratelli W.S., Fernandes R.A., Louis D.M., Yao W., Ji X., Idoyaga J., Mahajan V.B., Steinmetz L.M., Chien Y.-H., Hauser S.L., Oksenberg J.R., Garcia K.C., Davis M.M.","Opposing T cell responses in experimental autoimmune encephalomyelitis",2019,"Nature","572","7770",,"481","487",,34,"10.1038/s41586-019-1467-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070321699&doi=10.1038%2fs41586-019-1467-x&partnerID=40&md5=e8687f1a920b3e05e4107d8183b4c633"
"Holder R.M., Viete D.R., Brown M., Johnson T.E.","Metamorphism and the evolution of plate tectonics",2019,"Nature","572","7769",,"378","381",,34,"10.1038/s41586-019-1462-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070303665&doi=10.1038%2fs41586-019-1462-2&partnerID=40&md5=9a2f053187873b901b41ae84d98a7045"
"Wang T., Schreiber C., Elbaz D., Yoshimura Y., Kohno K., Shu X., Yamaguchi Y., Pannella M., Franco M., Huang J., Lim C.-F., Wang W.-H.","A dominant population of optically invisible massive galaxies in the early Universe",2019,"Nature","572","7768",,"211","214",,34,"10.1038/s41586-019-1452-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070415161&doi=10.1038%2fs41586-019-1452-4&partnerID=40&md5=e3f28c65dde4c47306d83df93d60d9d8"
"Nguyen P.V., Teutsch N.C., Wilson N.P., Kahn J., Xia X., Graham A.J., Kandyba V., Giampietri A., Barinov A., Constantinescu G.C., Yeung N., Hine N.D.M., Xu X., Cobden D.H., Wilson N.R.","Visualizing electrostatic gating effects in two-dimensional heterostructures",2019,"Nature","572","7768",,"220","223",,34,"10.1038/s41586-019-1402-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069540717&doi=10.1038%2fs41586-019-1402-1&partnerID=40&md5=d17ab0fd6c8fc146c3ca70ced88d56a6"
"Burdge K.B., Coughlin M.W., Fuller J., Kupfer T., Bellm E.C., Bildsten L., Graham M.J., Kaplan D.L., Roestel J., Dekany R.G., Duev D.A., Feeney M., Giomi M., Helou G., Kaye S., Laher R.R., Mahabal A.A., Masci F.J., Riddle R., Shupe D.L., Soumagnac M.T., Smith R.M., Szkody P., Walters R., Kulkarni S.R., Prince T.A.","General relativistic orbital decay in a seven-minute-orbital-period eclipsing binary system",2019,"Nature","571","7766",,"528","531",,34,"10.1038/s41586-019-1403-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069717075&doi=10.1038%2fs41586-019-1403-0&partnerID=40&md5=506308ee9cbab5e7990445aac2db4dfb"
"Chowdhry S., Zanca C., Rajkumar U., Koga T., Diao Y., Raviram R., Liu F., Turner K., Yang H., Brunk E., Bi J., Furnari F., Bafna V., Ren B., Mischel P.S.","NAD metabolic dependency in cancer is shaped by gene amplification and enhancer remodelling",2019,"Nature","569","7757",,"570","575",,34,"10.1038/s41586-019-1150-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064738377&doi=10.1038%2fs41586-019-1150-2&partnerID=40&md5=157308d430f878cf17675579c95f0c59"
"Zhang Y., Cheng T.C., Huang G., Lu Q., Surleac M.D., Mandell J.D., Pontarotti P., Petrescu A.J., Xu A., Xiong Y., Schatz D.G.","Transposon molecular domestication and the evolution of the RAG recombinase",2019,"Nature","569","7754",,"79","84",,34,"10.1038/s41586-019-1093-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064220743&doi=10.1038%2fs41586-019-1093-7&partnerID=40&md5=7c6a0467f558698f6a03892824d9be44"
"Nardou R., Lewis E.M., Rothhaas R., Xu R., Yang A., Boyden E., Dölen G.","Oxytocin-dependent reopening of a social reward learning critical period with MDMA",2019,"Nature","569","7754",,"116","120",,34,"10.1038/s41586-019-1075-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063970386&doi=10.1038%2fs41586-019-1075-9&partnerID=40&md5=f5f1bd2eb7cb275a8f04a9b6d21cf98b"
"Owens T.W., Taylor R.J., Pahil K.S., Bertani B.R., Ruiz N., Kruse A.C., Kahne D.","Structural basis of unidirectional export of lipopolysaccharide to the cell surface",2019,"Nature","567","7749",,"550","553",,34,"10.1038/s41586-019-1039-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063273103&doi=10.1038%2fs41586-019-1039-0&partnerID=40&md5=38d387fb7e96265729287baa30049a3c"
"Morgan J.T., Fink G.R., Bartel D.P.","Excised linear introns regulate growth in yeast",2019,"Nature","565","7741",,"606","611",,34,"10.1038/s41586-018-0828-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060749438&doi=10.1038%2fs41586-018-0828-1&partnerID=40&md5=888e9d751cd6a00f2e8649acb57b3b04"
"Araiso Y., Tsutsumi A., Qiu J., Imai K., Shiota T., Song J., Lindau C., Wenz L.-S., Sakaue H., Yunoki K., Kawano S., Suzuki J., Wischnewski M., Schütze C., Ariyama H., Ando T., Becker T., Lithgow T., Wiedemann N., Pfanner N., Kikkawa M., Endo T.","Structure of the mitochondrial import gate reveals distinct preprotein paths",2019,"Nature","575","7782",,"395","401",,33,"10.1038/s41586-019-1680-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074902226&doi=10.1038%2fs41586-019-1680-7&partnerID=40&md5=5623c2259b829de60843303f623821ad"
"Flavahan W.A., Drier Y., Johnstone S.E., Hemming M.L., Tarjan D.R., Hegazi E., Shareef S.J., Javed N.M., Raut C.P., Eschle B.K., Gokhale P.C., Hornick J.L., Sicinska E.T., Demetri G.D., Bernstein B.E.","Altered chromosomal topology drives oncogenic programs in SDH-deficient GISTs",2019,"Nature","575","7781",,"229","233",,33,"10.1038/s41586-019-1668-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074865462&doi=10.1038%2fs41586-019-1668-3&partnerID=40&md5=21487f4414b8b6168e44d46aeb3507a0"
"Suzuki H., Kumar S.A., Shuai S., Diaz-Navarro A., Gutierrez-Fernandez A., De Antonellis P., Cavalli F.M.G., Juraschka K., Farooq H., Shibahara I., Vladoiu M.C., Zhang J., Abeysundara N., Przelicki D., Skowron P., Gauer N., Luu B., Daniels C., Wu X., Forget A., Momin A., Wang J., Dong W., Kim S.-K., Grajkowska W.A., Jouvet A., Fèvre-Montange M., Garrè M.L., Nageswara Rao A.A., Giannini C., Kros J.M., French P.J., Jabado N., Ng H.-K., Poon W.S., Eberhart C.G., Pollack I.F., Olson J.M., Weiss W.A., Kumabe T., López-Aguilar E., Lach B., Massimino M., Van Meir E.G., Rubin J.B., Vibhakar R., Chambless L.B., Kijima N., Klekner A., Bognár L., Chan J.A., Faria C.C., Ragoussis J., Pfister S.M., Goldenberg A., Wechsler-Reya R.J., Bailey S.D., Garzia L., Morrissy A.S., Marra M.A., Huang X., Malkin D., Ayrault O., Ramaswamy V., Puente X.S., Calarco J.A., Stein L., Taylor M.D.","Recurrent noncoding U1 snRNA mutations drive cryptic splicing in SHH medulloblastoma",2019,"Nature","574","7780",,"707","711",,33,"10.1038/s41586-019-1650-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074231650&doi=10.1038%2fs41586-019-1650-0&partnerID=40&md5=4ee6a139d0d37bb22c29a448ceda07a5"
"Dong D., Zheng L., Lin J., Zhang B., Zhu Y., Li N., Xie S., Wang Y., Gao N., Huang Z.","Structural basis of assembly of the human T cell receptor–CD3 complex",2019,"Nature","573","7775",,"546","552",,33,"10.1038/s41586-019-1537-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072686558&doi=10.1038%2fs41586-019-1537-0&partnerID=40&md5=065bb3f6c5a831684e0227436c91df1e"
"Parolia A., Cieslik M., Chu S.-C., Xiao L., Ouchi T., Zhang Y., Wang X., Vats P., Cao X., Pitchiaya S., Su F., Wang R., Feng F.Y., Wu Y.-M., Lonigro R.J., Robinson D.R., Chinnaiyan A.M.","Distinct structural classes of activating FOXA1 alterations in advanced prostate cancer",2019,"Nature","571","7765",,"413","418",,33,"10.1038/s41586-019-1347-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068318780&doi=10.1038%2fs41586-019-1347-4&partnerID=40&md5=81c46062b54210ef160cf35fce88a4d8"
"Siegrist F., Gessner J.A., Ossiander M., Denker C., Chang Y.-P., Schröder M.C., Guggenmos A., Cui Y., Walowski J., Martens U., Dewhurst J.K., Kleineberg U., Münzenberg M., Sharma S., Schultze M.","Light-wave dynamic control of magnetism",2019,"Nature","571","7764",,"240","244",,33,"10.1038/s41586-019-1333-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068209501&doi=10.1038%2fs41586-019-1333-x&partnerID=40&md5=a74e6c31842d1bda2e87241d9843bbad"
"Kimura K., Miwa K., Imada H., Imai-Imada M., Kawahara S., Takeya J., Kawai M., Galperin M., Kim Y.","Selective triplet exciton formation in a single molecule",2019,"Nature","570","7760",,"210","213",,33,"10.1038/s41586-019-1284-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066996771&doi=10.1038%2fs41586-019-1284-2&partnerID=40&md5=2aec5e18a3a31339bc7c9aeaa78cbb24"
"Gaiti F., Chaligne R., Gu H., Brand R.M., Kothen-Hill S., Schulman R.C., Grigorev K., Risso D., Kim K.-T., Pastore A., Huang K.Y., Alonso A., Sheridan C., Omans N.D., Biederstedt E., Clement K., Wang L., Felsenfeld J.A., Bhavsar E.B., Aryee M.J., Allan J.N., Furman R., Gnirke A., Wu C.J., Meissner A., Landau D.A.","Epigenetic evolution and lineage histories of chronic lymphocytic leukaemia",2019,"Nature","569","7757",,"576","580",,33,"10.1038/s41586-019-1198-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065928011&doi=10.1038%2fs41586-019-1198-z&partnerID=40&md5=c62a053b7926c0f49bd4453180a88e9b"
"Ciais P., Tan J., Wang X., Roedenbeck C., Chevallier F., Piao S.-L., Moriarty R., Broquet G., Le Quéré C., Canadell J.G., Peng S., Poulter B., Liu Z., Tans P.","Five decades of northern land carbon uptake revealed by the interhemispheric CO2 gradient",2019,"Nature","568","7751",,"221","225",,33,"10.1038/s41586-019-1078-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064011179&doi=10.1038%2fs41586-019-1078-6&partnerID=40&md5=29bfe28cd38d38488c38fd55764aa337"
"Wise J.H., Regan J.A., O’Shea B.W., Norman M.L., Downes T.P., Xu H.","Formation of massive black holes in rapidly growing pre-galactic gas clouds",2019,"Nature","566","7742",,"85","88",,33,"10.1038/s41586-019-0873-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061084828&doi=10.1038%2fs41586-019-0873-4&partnerID=40&md5=c0871b135fd5af16d089422fe086b2e5"
"Conley M.J., McElwee M., Azmi L., Gabrielsen M., Byron O., Goodfellow I.G., Bhella D.","Calicivirus VP2 forms a portal-like assembly following receptor engagement",2019,"Nature","565","7739",,"377","381",,33,"10.1038/s41586-018-0852-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060171144&doi=10.1038%2fs41586-018-0852-1&partnerID=40&md5=edacd34f178dad5186e243e4536c5e10"
"Liu J., Zhang H., Howard A.W., Bai Z., Lu Y., Soria R., Justham S., Li X., Zheng Z., Wang T., Belczynski K., Casares J., Zhang W., Yuan H., Dong Y., Lei Y., Isaacson H., Wang S., Bai Y., Shao Y., Gao Q., Wang Y., Niu Z., Cui K., Zheng C., Mu X., Zhang L., Wang W., Heger A., Qi Z., Liao S., Lattanzi M., Gu W.-M., Wang J., Wu J., Shao L., Shen R., Wang X., Bregman J., Di Stefano R., Liu Q., Han Z., Zhang T., Wang H., Ren J., Zhang J., Zhang J., Wang X., Cabrera-Lavers A., Corradi R., Rebolo R., Zhao Y., Zhao G., Chu Y., Cui X.","A wide star–black-hole binary system from radial-velocity measurements",2019,"Nature","575","7784",,"618","621",,32,"10.1038/s41586-019-1766-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075685821&doi=10.1038%2fs41586-019-1766-2&partnerID=40&md5=a689e3cf31ff9c900f2b44021c54112a"
"Cappellini E., Welker F., Pandolfi L., Ramos-Madrigal J., Samodova D., Rüther P.L., Fotakis A.K., Lyon D., Moreno-Mayar J.V., Bukhsianidze M., Rakownikow Jersie-Christensen R., Mackie M., Ginolhac A., Ferring R., Tappen M., Palkopoulou E., Dickinson M.R., Stafford T.W., Jr., Chan Y.L., Götherström A., Nathan S.K.S.S., Heintzman P.D., Kapp J.D., Kirillova I., Moodley Y., Agusti J., Kahlke R.-D., Kiladze G., Martínez-Navarro B., Liu S., Sandoval Velasco M., Sinding M.-H.S., Kelstrup C.D., Allentoft M.E., Orlando L., Penkman K., Shapiro B., Rook L., Dalén L., Gilbert M.T.P., Olsen J.V., Lordkipanidze D., Willerslev E.","Early Pleistocene enamel proteome from Dmanisi resolves Stephanorhinus phylogeny",2019,"Nature","574","7776",,"103","107",,32,"10.1038/s41586-019-1555-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072903285&doi=10.1038%2fs41586-019-1555-y&partnerID=40&md5=aabae5faca78b0099b6f9cbd7cf62be1"
"Morris J.P., IV, Yashinskie J.J., Koche R., Chandwani R., Tian S., Chen C.-C., Baslan T., Marinkovic Z.S., Sánchez-Rivera F.J., Leach S.D., Carmona-Fontaine C., Thompson C.B., Finley L.W.S., Lowe S.W.","α-Ketoglutarate links p53 to cell fate during tumour suppression",2019,"Nature","573","7775",,"595","599",,32,"10.1038/s41586-019-1577-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072686860&doi=10.1038%2fs41586-019-1577-5&partnerID=40&md5=2f35449e1f735d8bfe2c174c8e0a15ff"
"Bakkeren E., Huisman J.S., Fattinger S.A., Hausmann A., Furter M., Egli A., Slack E., Sellin M.E., Bonhoeffer S., Regoes R.R., Diard M., Hardt W.-D.","Salmonella persisters promote the spread of antibiotic resistance plasmids in the gut",2019,"Nature","573","7773",,"276","280",,32,"10.1038/s41586-019-1521-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071949828&doi=10.1038%2fs41586-019-1521-8&partnerID=40&md5=7c51e30e60342f6185a593a63e6fb4e6"
"Lin Y.-C., Guo Y.R., Miyagi A., Levring J., MacKinnon R., Scheuring S.","Force-induced conformational changes in PIEZO1",2019,"Nature","573","7773",,"230","234",,32,"10.1038/s41586-019-1499-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071290813&doi=10.1038%2fs41586-019-1499-2&partnerID=40&md5=cb6acb35105e1eebadf92397f6fa1f94"
"Wang L., Zhou H., Zhang M., Liu W., Deng T., Zhao Q., Li Y., Lei J., Li X., Xiao B.","Structure and mechanogating of the mammalian tactile channel PIEZO2",2019,"Nature","573","7773",,"225","229",,32,"10.1038/s41586-019-1505-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070963176&doi=10.1038%2fs41586-019-1505-8&partnerID=40&md5=6a0d6f0c67430766c2d007ebd09b499d"
"Arrangoiz-Arriola P., Wollack E.A., Wang Z., Pechal M., Jiang W., McKenna T.P., Witmer J.D., Van Laer R., Safavi-Naeini A.H.","Resolving the energy levels of a nanomechanical oscillator",2019,"Nature","571","7766",,"537","540",,32,"10.1038/s41586-019-1386-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069677529&doi=10.1038%2fs41586-019-1386-x&partnerID=40&md5=c1c0886071c0ed490e4960281f06cf9f"
"Deshpande I., Liang J., Hedeen D., Roberts K.J., Zhang Y., Ha B., Latorraca N.R., Faust B., Dror R.O., Beachy P.A., Myers B.R., Manglik A.","Smoothened stimulation by membrane sterols drives Hedgehog pathway activity",2019,"Nature","571","7764",,"284","288",,32,"10.1038/s41586-019-1355-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068546831&doi=10.1038%2fs41586-019-1355-4&partnerID=40&md5=faa768c6630e49b6cf1626eb24795f56"
"Zhang Y., Mesaros A., Fujita K., Edkins S.D., Hamidian M.H., Ch’ng K., Eisaki H., Uchida S., Davis J.C.S., Khatami E., Kim E.-A.","Machine learning in electronic-quantum-matter imaging experiments",2019,"Nature","570","7762",,"484","490",,32,"10.1038/s41586-019-1319-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068080545&doi=10.1038%2fs41586-019-1319-8&partnerID=40&md5=2eb87193c202537dff60e8f7c2aa8da1"
"Zhang Y.J., Ideue T., Onga M., Qin F., Suzuki R., Zak A., Tenne R., Smet J.H., Iwasa Y.","Enhanced intrinsic photovoltaic effect in tungsten disulfide nanotubes",2019,"Nature","570","7761",,"349","353",,32,"10.1038/s41586-019-1303-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067608028&doi=10.1038%2fs41586-019-1303-3&partnerID=40&md5=d475df32bbd40c68a4e42cef3c032da1"
"Guiu J., Hannezo E., Yui S., Demharter S., Ulyanchenko S., Maimets M., Jørgensen A., Perlman S., Lundvall L., Mamsen L.S., Larsen A., Olesen R.H., Andersen C.Y., Thuesen L.L., Hare K.J., Pers T.H., Khodosevich K., Simons B.D., Jensen K.B.","Tracing the origin of adult intestinal stem cells",2019,"Nature","570","7759",,"107","111",,32,"10.1038/s41586-019-1212-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065961766&doi=10.1038%2fs41586-019-1212-5&partnerID=40&md5=665f81c9687f1024a6deb6b20b13f1dd"
"Schlauderer S., Lange C., Baierl S., Ebnet T., Schmid C.P., Valovcin D.C., Zvezdin A.K., Kimel A.V., Mikhaylovskiy R.V., Huber R.","Temporal and spectral fingerprints of ultrafast all-coherent spin switching",2019,"Nature","569","7756",,"383","387",,32,"10.1038/s41586-019-1174-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065793652&doi=10.1038%2fs41586-019-1174-7&partnerID=40&md5=29338f59fa45e54b8ef7dde193a812ae"
"del Valle J., Salev P., Tesler F., Vargas N.M., Kalcheim Y., Wang P., Trastoy J., Lee M.-H., Kassabian G., Ramírez J.G., Rozenberg M.J., Schuller I.K.","Subthreshold firing in Mott nanodevices",2019,"Nature","569","7756",,"388","392",,32,"10.1038/s41586-019-1159-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065256088&doi=10.1038%2fs41586-019-1159-6&partnerID=40&md5=467339e155c9a7d6353f14e62f75d6b2"
"Aprile E., Aalbers J., Agostini F., Alfonsi M., Althueser L., Amaro F.D., Anthony M., Antochi V.C., Arneodo F., Baudis L., Bauermeister B., Benabderrahmane M.L., Berger T., Breur P.A., Brown A., Brown A., Brown E., Bruenner S., Bruno G., Budnik R., Capelli C., Cardoso J.M.R., Cichon D., Coderre D., Colijn A.P., Conrad J., Cussonneau J.P., Decowski M.P., de Perio P., Di Gangi P., Di Giovanni A., Diglio S., Elykov A., Eurin G., Fei J., Ferella A.D., Fieguth A., Fulgione W., Rosso A.G., Galloway M., Gao F., Garbini M., Grandi L., Greene Z., Hasterok C., Hogenbirk E., Howlett J., Iacovacci M., Itay R., Joerg F., Kaminsky B., Kazama S., Kish A., Koltman G., Kopec A., Landsman H., Lang R.F., Levinson L., Lin Q., Lindemann S., Lindner M., Lombardi F., Lopes J.A.M., Fune E.L., Macolino C., Mahlstedt J., Manfredini A., Marignetti F., Undagoitia T.M., Masbou J., Masson D., Mastroianni S., Messina M., Micheneau K., Miller K., Molinario A., Morå K., Murra M., Naganoma J., Ni K., Oberlack U., Odgers K., Pelssers B., Peres R., Piastra F., Pienaar J., Pizzella V., Plante G., Podviianiuk R., Priel N., Qiu H., García D.R., Reichard S., Riedel B., Rizzo A., Rocchetti A., Rupp N., dos Santos J.M.F., Sartorelli G., Šarcevic N., Scheibelhut M., Schindler S., Schreiner J., Schulte D., Schumann M., Lavina L.S., Selvi M., Shagin P., Shockley E., Silva M., Simgen H., Therreau C., Thers D., Toschi F., Trinchero G., Tunnell C., Upole N., Vargas M., Wack O., Wang H., Wang Z., Wei Y., Weinheimer C., Wenz D., Wittweg C., Wulf J., Ye J., Zhang Y., Zhu T., Zopounidis J.P., XENON Collaboration*","Observation of two-neutrino double electron capture in 124Xe with XENON1T",2019,"Nature","568","7753",,"532","535",,32,"10.1038/s41586-019-1124-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064937084&doi=10.1038%2fs41586-019-1124-4&partnerID=40&md5=8403348d4344a7369252b4971c4c0297"
"Cao M., Chen R., Li P., Yu Y., Zheng R., Ge D., Zheng W., Wang X., Gu Y., Gelová Z., Friml J., Zhang H., Liu R., He J., Xu T.","TMK1-mediated auxin signalling regulates differential growth of the apical hook",2019,"Nature","568","7751",,"240","243",,32,"10.1038/s41586-019-1069-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063959794&doi=10.1038%2fs41586-019-1069-7&partnerID=40&md5=70930210e73dd12828cee4818f672673"
"Chen S.-C., Musat N., Lechtenfeld O.J., Paschke H., Schmidt M., Said N., Popp D., Calabrese F., Stryhanyuk H., Jaekel U., Zhu Y.-G., Joye S.B., Richnow H.-H., Widdel F., Musat F.","Anaerobic oxidation of ethane by archaea from a marine hydrocarbon seep",2019,"Nature","568","7750",,"108","111",,32,"10.1038/s41586-019-1063-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063650294&doi=10.1038%2fs41586-019-1063-0&partnerID=40&md5=6166375069ea74656bde4af245cfdb34"
